epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3714.03,1.42956,4.78781,0.00914,0.56764,0.21421,0.20513,0.15092,1.39592,4.75633,0.01055,0.000144773,0.000144773,0.000144773
